outcome,effect_label,effect,gap,arm,method,true_tau,n_rep,n_identified,bias,bias_mcse,rmse,coverage,coverage_mcse,fpr,fnr,sign_correctness,claim_accuracy,claim_accuracy_mcse,attenuation_ratio,unidentified_rate,gate_rejection_rate,anticipation_classification_accuracy
unique_creators,primary,0.15,7,anticipation,naive_announcement,0.15,2000,2000,-0.023665158684736592,0.0011225305652597924,0.05548810143254821,0.866,0.007617217339685143,,0.2405,0.992,0.7595,0.009556666521334729,0.8422322754350894,0.0,,
unique_creators,primary,0.15,7,anticipation,verified_activation,0.15,2000,2000,-0.017563729239976567,0.001081052214745921,0.05142629378963959,0.8585,0.007793514932301085,,0.1735,0.998,0.8265,0.008467518821945422,0.8829084717334895,0.0,,
unique_creators,primary,0.15,7,anticipation,activation_plus_anticipation_gate,0.15,2000,1128,-0.011516206457356015,0.0014503844086977164,0.05003395887446882,0.8874113475177305,0.009411422054279217,,0.16666666666666666,0.999113475177305,0.8333333333333334,0.011096325860235571,0.9232252902842932,0.436,0.436,0.436
unique_creators,primary,0.15,10,zero,naive_announcement,0.0,2000,2000,0.0014950753165130924,0.0011205934229435,0.050124233257686474,0.8535,0.007906887820122402,0.1465,,,0.8535,0.007906887820122402,,0.0,,
unique_creators,primary,0.15,10,zero,verified_activation,0.0,2000,2000,-0.000654536300204634,0.0010671117447520074,0.04771524538203535,0.882,0.007213736895673421,0.118,,,0.882,0.007213736895673421,,0.0,,
unique_creators,primary,0.15,10,zero,activation_plus_anticipation_gate,0.0,2000,1437,0.001238675635260262,0.001309453522470865,0.04963666309126445,0.8816979819067502,0.008519765002113709,0.11830201809324982,,,0.8816979819067502,0.008519765002113709,,0.2815,0.2815,0.7185
unique_creators,primary,0.15,10,no_anticipation,naive_announcement,0.15,2000,2000,-0.04860500764502504,0.0011338700154213423,0.07023164194794437,0.83,0.008399404740813483,,0.485,0.9755,0.515,0.01117530760203047,0.6759666156998331,0.0,,
unique_creators,primary,0.15,10,no_anticipation,verified_activation,0.15,2000,2000,-0.0023716865703901635,0.0010690551114471863,0.0478564486875026,0.879,0.007292427579345577,,0.0855,1.0,0.9145,0.006252589463574273,0.9841887561973989,0.0,,
unique_creators,primary,0.15,10,no_anticipation,activation_plus_anticipation_gate,0.15,2000,1438,-0.0029153568245315342,0.001311598755098717,0.049805199481915335,0.8901251738525731,0.00824698489711569,,0.1571627260083449,0.9993045897079277,0.8428372739916551,0.009597700653369557,0.9805642878364564,0.281,0.281,0.719
unique_creators,primary,0.15,10,anticipation,naive_announcement,0.15,2000,2000,-0.024947293703039886,0.0011040578520215517,0.05530855268930845,0.871,0.007495298526409739,,0.2755,0.994,0.7245,0.009989988738732391,0.8336847086464008,0.0,,
unique_creators,primary,0.15,10,anticipation,verified_activation,0.15,2000,2000,-0.021942411710023896,0.001062838667434919,0.05234111072196372,0.8535,0.007906887820122402,,0.2045,0.998,0.7955,0.009018862178789517,0.8537172552665073,0.0,,
